id_question,creationDate,score,viewCount,answerCount,commentCount,favoriteCount,tags,id_selected_answer,value
29051588,"2015-03-14 16:53:40",0,154,3,0,0,<xcode><swift><null><xcode-6.2>,29051624,0.7334065428028406
30371215,"2015-05-21 10:32:30",3,148,3,1,0,<ios><swift><uiimagepickercontroller>,30371532,0.7334065428028406
32277847,"2015-08-28 18:46:20",-2,48,2,2,0,<ios><swift>,32278184,0.7316120281054844
32157667,"2015-08-22 15:14:43",1,48,1,0,1,<swift><optional><swift-playground>,32157765,0.730990333313853
26615711,"2014-10-28 18:23:30",-2,204,2,9,2,<if-statement><swift><syntax><assignment-operator><optional>,NULL,0.722781231958378
31989157,"2015-08-13 13:08:06",-6,62,1,2,1,<ios><swift><swift2>,NULL,0.722781231958378
32003983,"2015-08-14 06:53:28",1,58,3,0,0,<ios><swift><optional-chaining>,NULL,0.722781231958378
29512430,"2015-04-08 10:41:31",-1,68,1,3,0,<swift><optional>,29512555,0.7205175704343212
32518568,"2015-09-11 08:05:25",0,25,0,2,0,<ios><iphone><swift><type-conversion>,NULL,0.7157028413934389
24481931,"2014-06-30 01:38:26",2,275,3,0,0,<swift><optional>,24482011,0.7134414939541596
24143679,"2014-06-10 14:31:28",1,186,2,1,0,<uikit><swift>,24143845,0.7130407591499129
30333378,"2015-05-19 18:28:47",0,180,1,5,0,<ios><swift><parse.com>,30334211,0.7126533283952826
29069559,"2015-03-16 04:15:54",-1,237,1,3,0,<ios><swift>,NULL,0.7119158140910081
28404719,"2015-02-09 07:24:36",1,108,1,2,0,<xcode><swift><cllocationmanager>,NULL,0.7062710078489971
25612254,"2014-09-01 19:57:00",0,67,2,0,0,<swift>,NULL,0.7045755480634697
32453499,"2015-09-08 09:00:52",1,40,0,6,0,<swift>,NULL,0.7045755480634697
28997804,"2015-03-11 21:33:12",1,104,2,4,0,<swift>,28998010,0.6976311878131602
32645612,"2015-09-18 06:50:36",4,87,2,2,1,<swift>,NULL,0.6952892886782681
32571512,"2015-09-14 18:26:47",-1,31,1,3,0,<swift><fatal-error><optional>,NULL,0.6949314178304028
27382030,"2014-12-09 15:01:19",0,40,2,0,0,<ios><swift>,27382102,0.6876879088235244
29816349,"2015-04-23 07:19:00",1,95,2,3,0,<ios><xcode><swift>,30108846,0.6854218858608966
31690216,"2015-07-29 02:22:14",0,336,1,0,0,<ios><xcode><swift>,NULL,0.6846106585245058
24369955,"2014-06-23 15:40:43",1,322,3,0,0,<swift>,24370171,0.6831649211353191
31461376,"2015-07-16 18:00:36",0,33,3,1,0,<ios><xcode><swift><optional>,31461454,0.6805468759954945
29388468,"2015-04-01 10:30:26",0,42,2,2,0,<swift>,29389020,0.6796442822974175
30030784,"2015-05-04 12:57:39",0,159,2,3,0,<swift><sprite-kit>,30046010,0.6796442822974175
27956010,"2015-01-15 02:45:31",-4,70,1,16,0,<ios><swift>,NULL,0.6791350197129951
25192427,"2014-08-07 21:19:55",0,2328,1,0,0,<ios><string><swift><nsurl><optional>,25192471,0.6774640863311286
31737826,"2015-07-31 03:57:36",0,80,1,8,0,<swift><nsmutablearray><optional>,31737896,0.6726698884463936
25979969,"2014-09-22 17:37:55",1,320,2,2,0,<swift>,25980137,0.6699451083988104
27991187,"2015-01-16 19:16:35",0,833,1,2,0,<swift><uiimageview>,27991458,0.6692162165538633
30960948,"2015-06-21 03:16:43",-1,55,2,2,0,<swift>,30961048,0.6692162165538633
27732151,"2015-01-01 15:39:09",1,335,2,4,0,<image><swift><ios8><xcode6><addressbook>,NULL,0.6675842231256266
27094651,"2014-11-23 21:38:30",0,844,1,0,0,<swift><ios-simulator><avaudioplayer><nserror><ipad-mini>,27094947,0.6602127163853384
28970787,"2015-03-10 17:57:07",0,144,4,4,1,<ios><arrays><swift>,28970873,0.660095822632802
28925157,"2015-03-08 09:54:03",1,321,2,1,0,<ios><uitableview><swift>,28925205,0.6591059158144056
32086230,"2015-08-19 03:49:40",0,42,2,1,0,<xcode><swift><optional>,32087220,0.6577416328992512
32607618,"2015-09-16 11:41:34",0,29,0,4,0,<ios><xcode><swift>,NULL,0.6575409244053015
24163716,"2014-06-11 13:04:45",1,377,1,0,1,<swift><optional-variables>,24164886,0.6566524227259788
30090102,"2015-05-07 00:52:03",0,86,1,2,0,<ios><swift>,30090420,0.6557938946733948
31094744,"2015-06-27 23:50:55",0,28,0,0,0,<swift><uitableview>,NULL,0.6544621832479266
28570587,"2015-02-17 20:31:38",1,87,1,0,0,<swift>,28570704,0.6527587195821034
27454893,"2014-12-13 02:24:51",-2,96,1,1,0,<swift>,NULL,0.6510943182499023
26600229,"2014-10-28 03:01:38",2,1146,1,0,0,<swift><plist>,26600328,0.6505025879794403
32104072,"2015-08-19 19:29:36",0,35,2,0,0,<ios><iphone><xcode><swift><uiimagepickercontroller>,32104925,0.6505025879794403
24454686,"2014-06-27 14:45:46",2,41,0,5,1,<ios><swift>,NULL,0.6492664843621261
26348250,"2014-10-13 20:21:33",-2,531,2,3,0,<ios><swift>,NULL,0.6472085098599145
30068200,"2015-05-06 05:25:58",1,83,2,0,0,<xcode><swift><return><avfoundation><optional>,NULL,0.6471570957148233
30370085,"2015-05-21 09:42:30",1,86,1,2,0,<xcode><swift><for-loop><core-bluetooth><optional>,NULL,0.6459674908058191
30808370,"2015-06-12 16:52:13",0,34,1,0,0,<swift><xcode6>,NULL,0.6452292802760773
28662198,"2015-02-22 19:23:21",1,47,1,0,0,<swift>,28662387,0.6444657202112314
31719234,"2015-07-30 08:52:30",0,59,1,5,0,<ios><swift><uitableview><viewwithtag>,31722049,0.6428018138301514
28551225,"2015-02-16 22:09:01",0,114,2,2,0,<swift>,28551629,0.6397543980774165
31999852,"2015-08-13 23:06:56",2,35,1,2,0,<ios><swift><optional>,32002685,0.6351788166805687
24482076,"2014-06-30 02:01:45",1,50,2,0,0,<swift>,NULL,0.634048630532756
25828301,"2014-09-13 22:23:17",1,3205,3,2,0,<if-statement><swift>,25828512,0.634048630532756
30692012,"2015-06-07 09:31:34",2,99,2,0,0,<swift><boolean><optional>,30692046,0.6327783590007596
24177850,"2014-06-12 06:32:13",0,423,2,1,0,<swift><nsset><optional-values>,24179414,0.6321614252587295
24712371,"2014-07-12 11:17:30",1,1109,3,1,0,<swift><null><optional>,24714199,0.6321614252587295
26348996,"2014-10-13 21:16:41",0,2166,1,0,0,<swift><null><optional>,NULL,0.6321614252587295
26881838,"2014-11-12 07:54:09",0,1131,2,0,1,<swift><ios8><ios8.1>,26881977,0.6321614252587295
27205889,"2014-11-29 19:03:32",0,834,1,1,0,<swift>,27206099,0.6305239228052868
24788870,"2014-07-16 19:15:41",1,435,2,0,0,<ios><swift><optional>,24788971,0.6304732918912405
32775814,"2015-09-25 06:04:57",0,39,3,0,0,<ios><swift>,32776023,0.629495906955836
29058088,"2015-03-15 06:59:07",1,399,2,0,0,<ios><swift><mkmapview><cllocationmanager>,29058797,0.6287904877124928
30692691,"2015-06-07 10:56:11",0,30,1,2,0,<ios><xcode><swift><optional>,NULL,0.6237388782759979
33049246,"2015-10-10 01:17:33",0,34,2,0,0,<swift>,33049357,0.6230427764549087
33058700,"2015-10-10 20:33:54",1,20,1,2,0,<ios><swift><xcode7>,NULL,0.6230427764549087
27734612,"2015-01-01 20:59:22",2,891,3,0,2,<swift><optional-chaining>,27734680,0.6222363070646655
30631322,"2015-06-03 21:45:01",0,64,1,0,0,<swift><xcode6><compiler-warnings><optional-values><forced-unwrapping>,30631367,0.6217707795980072
27005092,"2014-11-18 22:11:03",-2,204,1,6,0,<uitableview><swift><uitabbarcontroller>,NULL,0.6206790132113806
32131159,"2015-08-21 01:53:12",0,18,2,1,0,<xcode><swift><parse.com><optional>,NULL,0.6206790132113806
24544025,"2014-07-03 02:30:07",0,167,2,1,0,<ios><uiimage><swift>,24544143,0.6184719443813814
32967084,"2015-10-06 09:59:37",0,26,2,3,0,<ios><swift><swift2>,NULL,0.6171324117142546
26113703,"2014-09-30 05:55:19",0,1021,1,1,0,<ios><swift><settings.bundle><user-preferences>,NULL,0.6152305167140473
24481859,"2014-06-30 01:24:50",3,802,2,0,0,<swift>,NULL,0.6151012187102362
25834799,"2014-09-14 15:19:42",-2,997,1,3,0,<swift><xcode6>,25836648,0.6136350778175852
27121523,"2014-11-25 08:06:07",0,2322,0,5,0,<xcode><swift><label>,NULL,0.6114168321070036
30917115,"2015-06-18 13:44:14",0,37,1,3,0,<ios><swift><parse.com>,NULL,0.6113235408391594
30880969,"2015-06-17 01:41:10",2,77,2,2,2,<swift><objective-c-nullability>,30891488,0.6099778333397672
31556060,"2015-07-22 07:02:19",0,88,1,1,0,<ios><xcode><swift><optional>,31556284,0.6096821402214573
30814592,"2015-06-13 02:48:52",4,108,1,4,0,<swift><forced-unwrapping>,NULL,0.6091776695905718
24395511,"2014-06-24 20:17:31",0,182,1,0,1,<swift>,24395580,0.6081226515368768
24548999,"2014-07-03 08:44:38",18,5582,6,1,1,<swift><optional>,28418847,0.6081226515368768
26613195,"2014-10-28 16:12:51",1,554,3,0,2,<swift><syntax><variable-assignment><conditional-statements><optional>,NULL,0.6076728144480444
31855182,"2015-08-06 11:59:19",0,51,4,1,0,<swift><optional><optional-binding>,NULL,0.6062330943295685
27809789,"2015-01-07 00:49:42",0,917,2,1,0,<ios><swift>,NULL,0.6042539278155789
31496971,"2015-07-19 00:51:22",1,67,2,0,1,<swift>,31497018,0.6033190450931086
24230427,"2014-06-15 14:11:31",2,250,3,3,2,<swift><optional-variables>,24230884,0.601941929796168
32803313,"2015-09-27 00:15:10",-1,60,3,6,0,<xcode><swift><optional>,NULL,0.601941929796168
32529905,"2015-09-11 18:26:10",0,34,1,0,0,<swift><gyroscope><core-motion>,32530783,0.6015102657461767
29711806,"2015-04-18 01:18:17",-2,93,1,3,0,<ios><swift><optional>,29711901,0.6012356073712349
31661244,"2015-07-27 19:04:39",0,60,0,9,0,<ios><objective-c><swift><debugging>,NULL,0.5986384000644207
28986480,"2015-03-11 12:19:44",1,49,1,0,0,<swift><optional>,28986771,0.5982846783152385
28681991,"2015-02-23 19:40:43",0,133,1,0,0,<ios><swift><xcode6><icloud><cloudkit>,NULL,0.5971894906853462
32969664,"2015-10-06 12:12:39",0,27,3,1,0,<ios><swift>,32969679,0.5971894906853462
30361981,"2015-05-20 23:19:33",2,227,3,2,0,<swift><optional>,30362131,0.5957960510856584
24232193,"2014-06-15 17:24:05",0,58,1,3,0,<swift>,NULL,0.5951066339635959
30339205,"2015-05-20 02:18:19",0,53,2,1,0,<ios><swift>,NULL,0.5951066339635959
25422536,"2014-08-21 09:16:23",2,2198,2,11,0,<ios><swift><tableview><iboutlet>,NULL,0.5943706711207005
27882009,"2015-01-10 22:49:15",0,672,1,2,1,<swift><ios8><nsdata><nsurl>,27882277,0.5943706711207005
28355041,"2015-02-05 22:11:32",0,317,1,0,0,<swift><ios8>,NULL,0.5932215251024144
29221293,"2015-03-23 22:01:58",0,59,3,0,0,<uitableview><swift><optional><optional-chaining>,29221619,0.591482877890847
31265955,"2015-07-07 10:24:09",2,46,1,3,0,<ios><swift><uipageviewcontroller><snapshot>,31281541,0.591482877890847
28530652,"2015-02-15 20:16:40",4,269,1,5,0,<ios><swift><optional>,28531068,0.58997003652931
24459171,"2014-06-27 19:06:32",3,3044,2,0,1,<switch-statement><swift><tuples><optional>,24461880,0.5895648514686509
28417313,"2015-02-09 19:03:40",-1,225,2,2,0,<ios><swift><uiviewcontroller>,NULL,0.5895648514686509
29835099,"2015-04-23 21:59:01",-2,180,1,4,0,<ios><swift><optional>,29835157,0.5875704216487351
28704528,"2015-02-24 19:27:43",0,148,1,5,0,<swift><null>,NULL,0.5869859087587912
29974019,"2015-04-30 17:20:02",0,837,1,8,0,<ios><swift><parse.com>,29977235,0.5850308850623832
32682144,"2015-09-20 17:18:17",0,37,1,3,0,<ios><swift><uilabel>,NULL,0.5830495116038483
25526720,"2014-08-27 12:04:50",0,31,1,1,0,<swift>,NULL,0.5829702817033011
27475809,"2014-12-15 00:34:30",1,464,1,0,0,<swift><mapkit>,NULL,0.5829702817033011
28596287,"2015-02-18 23:56:34",0,997,1,2,0,<swift>,NULL,0.5801348321406227
32101920,"2015-08-19 17:25:48",0,24,1,1,0,<xcode><swift>,32102002,0.5784177918205785
32302831,"2015-08-31 01:26:48",1,33,1,0,0,<ios><swift>,NULL,0.5784177918205785
27100603,"2014-11-24 08:27:58",-1,447,1,9,0,<parsing><swift><xcode6>,27100763,0.5778077371877611
27964095,"2015-01-15 13:02:18",-2,312,1,3,0,<ios><swift>,27964152,0.5748789744067042
26576366,"2014-10-26 18:22:56",2,170,2,0,1,<if-statement><swift><optional>,NULL,0.574364560852186
30136182,"2015-05-09 04:56:45",-3,301,5,0,1,<ios><swift><null><optional>,30166103,0.5737932965592317
26675490,"2014-10-31 13:08:55",4,9687,2,0,1,<ios><iphone><xcode><swift>,26675638,0.5733599367870492
26844241,"2014-11-10 12:49:41",0,221,0,1,1,<swift>,NULL,0.5733599367870492
24272781,"2014-06-17 20:31:34",2,443,3,0,0,<ios><swift><ios8><optional>,24272879,0.5702701202409681
32021748,"2015-08-15 05:10:28",0,40,2,4,0,<swift>,NULL,0.56995203334673
31764762,"2015-08-01 18:15:41",1,30,1,0,0,<swift><closures><optional>,31764851,0.5693931478533962
32769421,"2015-09-24 19:28:44",0,38,1,0,0,<ios><iphone><swift><alamofire>,NULL,0.5693931478533962
30981518,"2015-06-22 13:42:12",0,28,0,3,0,<ios><swift><compiler-errors><uicollectionview>,NULL,0.5661957261832136
26755978,"2014-11-05 11:21:47",1,321,3,0,0,<ios><image-processing><swift><uiimage><vimage>,NULL,0.5661000221060076
27998409,"2015-01-17 10:11:19",3,3735,2,6,2,<ios><iphone><swift>,27998447,0.5658333440674393
32102549,"2015-08-19 18:03:10",0,34,3,0,0,<swift><nsmutabledictionary><optional>,32103207,0.5658333440674393
26110207,"2014-09-29 22:57:33",1,196,1,1,1,<ios><design-patterns><swift><optional>,26112871,0.5654007238318501
26643190,"2014-10-30 00:45:24",3,113,1,0,0,<swift>,26643680,0.5650246530383672
29056737,"2015-03-15 02:56:08",0,53,1,0,0,<xcode><swift><core-data>,NULL,0.5626983945150525
25289637,"2014-08-13 15:02:31",2,304,1,0,0,<ios><swift>,NULL,0.5626209478286688
28864499,"2015-03-04 20:42:39",2,174,2,1,0,<string><swift><optional>,28864666,0.5626209478286688
26640210,"2014-10-29 20:37:23",2,1139,1,0,0,<swift><swift-playground>,26640545,0.5625679202051433
32106299,"2015-08-19 21:55:53",1,89,4,0,0,<ios><swift>,32106378,0.5604649316837826
25195565,"2014-08-08 03:16:47",2,399,2,1,2,<swift><ios8><optional>,25195633,0.5597074690770336
26510971,"2014-10-22 15:17:13",1,64,1,0,0,<dictionary><printing><swift>,26511163,0.5580518426684621
31026967,"2015-06-24 12:45:13",0,31,1,0,0,<switch-statement><where><optional><swift-playground>,31034403,0.5580518426684621
24073669,"2014-06-06 03:20:15",1,213,2,0,0,<swift>,NULL,0.5570530406865343
26994834,"2014-11-18 12:52:29",1,208,2,0,0,<reflection><swift>,NULL,0.5570530406865343
32701824,"2015-09-21 18:05:09",1,30,1,0,0,<ios><swift><swift2><ios9>,32701989,0.5537334574893984
26019929,"2014-09-24 14:47:30",1,129,3,0,0,<ios><uiviewcontroller><swift>,26024769,0.552188440684503
27868103,"2015-01-09 19:49:42",4,3504,1,0,0,<ios><swift>,27868150,0.550558155123055
27875245,"2015-01-10 10:38:10",-1,277,1,2,0,<swift>,NULL,0.548439158416794
28917116,"2015-03-07 16:30:43",0,102,1,0,0,<xcode><swift><error-handling><fatal-error><skproduct>,28917213,0.5474928228386454
27670004,"2014-12-27 18:04:01",0,180,1,0,0,<swift><cmmotionmanager>,NULL,0.5447779437779304
30954013,"2015-06-20 12:27:42",-1,26,1,4,0,<swift>,30954411,0.5423566678113815
32105808,"2015-08-19 21:17:02",-2,31,1,7,0,<swift>,NULL,0.5423566678113815
28331094,"2015-02-04 20:46:01",0,86,1,2,0,<xcode><swift><post>,28331747,0.542085134365364
31623196,"2015-07-25 05:12:51",0,35,3,2,0,<swift><optional><unwrap>,NULL,0.542085134365364
29316217,"2015-03-28 10:46:22",0,69,2,2,0,<ios><swift><optional-variables>,29316815,0.5401838102440317
31041661,"2015-06-25 05:09:59",1,34,2,0,0,<ios><iphone><swift>,31041707,0.5382230056895014
24006975,"2014-06-03 04:09:33",207,19536,8,0,79,<swift>,24007032,0.5372047834910512
30151172,"2015-05-10 12:04:36",-1,64,1,3,0,<ios><swift>,NULL,0.5367744793215145
24149740,"2014-06-10 19:53:14",0,263,1,0,0,<swift>,NULL,0.5364446564507662
24244535,"2014-06-16 13:09:31",0,274,2,0,1,<swift>,24245399,0.5361565704297764
32555640,"2015-09-13 23:51:40",1,35,0,6,0,<ios><swift><uilabel>,NULL,0.5351658038809767
31810660,"2015-08-04 13:28:45",0,69,4,0,0,<swift>,NULL,0.5348244281567132
32898688,"2015-10-02 00:10:34",0,18,0,5,0,<ios><swift><segue><iboutlet>,NULL,0.5348244281567132
30667663,"2015-06-05 13:21:53",1,48,1,2,0,<ios><swift><cocos2d-iphone><physics>,NULL,0.5346320075511993
26910229,"2014-11-13 13:39:45",2,1069,2,0,2,<swift><boolean><evaluation><optional>,26910624,0.5333421295972408
30928710,"2015-06-19 01:55:24",1,24,1,0,0,<ios><xcode><swift>,30929076,0.5333421295972408
24647442,"2014-07-09 07:14:50",0,117,2,0,2,<swift><optional-variables>,24648011,0.5319808669569022
31460395,"2015-07-16 17:04:10",8,98,2,1,0,<swift><null><swift2>,31460755,0.5316920832715301
26359427,"2014-10-14 11:12:26",1,55,1,0,0,<ios><swift><optional>,26359871,0.5309282995685467
24877098,"2014-07-22 00:38:38",4,2706,1,0,1,<swift>,24877139,0.530726397102888
27295894,"2014-12-04 13:57:58",1,580,1,1,0,<ios><uitableview><swift><xcode6><reloaddata>,27296274,0.530726397102888
28057471,"2015-01-21 00:06:28",0,64,0,2,0,<ios><swift><view>,NULL,0.530726397102888
27088546,"2014-11-23 11:42:23",0,59,1,0,0,<xcode><swift><type-conversion><optional><optional-values>,27088727,0.5299750969154423
25306229,"2014-08-14 10:49:23",0,253,1,0,0,<xcode><swift><ios8>,NULL,0.5295666273341225
28640685,"2015-02-21 00:45:26",1,77,1,0,0,<xcode><swift><uilabel><segue>,28642381,0.5295666273341225
33029040,"2015-10-09 02:43:13",0,24,1,0,0,<facebook><swift><facebook-graph-api><alamofire><swifty-json>,NULL,0.5295666273341225
27362398,"2014-12-08 16:28:50",0,144,2,0,0,<ios><swift><optional>,27374884,0.529506097306351
27878793,"2015-01-10 17:04:51",1,48,0,3,0,<swift><optional><syntactic-sugar>,NULL,0.5284912243016885
29054096,"2015-03-14 20:55:55",0,98,2,0,0,<swift><optional-values>,29054155,0.5269999068541369
31647328,"2015-07-27 07:34:33",-2,41,1,2,0,<ios><iphone><swift><ios9>,NULL,0.5246507675625017
26733333,"2014-11-04 10:53:38",0,670,1,0,1,<ios><swift>,26733589,0.5227093121449699
26018578,"2014-09-24 13:48:16",-2,59,2,0,0,<ios><xcode><swift>,26021103,0.5209970513733283
27109894,"2014-11-24 16:50:33",6,730,4,0,0,<ios><swift>,27110066,0.5209970513733283
31329198,"2015-07-09 22:15:32",0,85,1,3,1,<swift><fatal-error>,31329271,0.5209970513733283
31549454,"2015-07-21 20:56:07",1,36,2,2,0,<swift><parse.com><optional>,NULL,0.5209970513733283
31126680,"2015-06-29 22:33:21",0,16,2,0,0,<ios><swift><parse.com>,31126745,0.5188782286338047
24091729,"2014-06-06 22:48:30",6,1199,2,0,1,<swift>,24600376,0.5182866233294643
24643522,"2014-07-09 00:12:34",34,79561,9,2,8,<ios><swift><uicollectionview><wrapping>,24643643,0.5182866233294643
27145392,"2014-11-26 09:24:24",0,362,3,0,0,<ios><swift>,NULL,0.5182866233294643
31730342,"2015-07-30 17:27:00",0,133,1,5,0,<ios><xcode><swift>,NULL,0.5180101350158629
24204606,"2014-06-13 11:48:11",2,2665,2,6,0,<swift>,24206323,0.5164932855097337
26524246,"2014-10-23 08:38:01",7,429,3,2,3,<swift><optional>,26524391,0.5145342764206241
29779722,"2015-04-21 17:55:00",0,46,0,2,0,<ios><xcode><swift>,NULL,0.5138250635503341
26176199,"2014-10-03 09:05:42",0,87,1,2,0,<ios><xcode><sqlite><swift><optional>,26177659,0.5131818438244987
32256834,"2015-08-27 18:23:49",11,302,2,0,2,<swift><swift2>,32256911,0.5131818438244987
25202770,"2014-08-08 11:44:53",12,3904,3,7,1,<swift><expression>,28694681,0.5131665469459078
26363050,"2014-10-14 14:15:18",1,210,2,0,0,<ios><swift><optional-values>,26363384,0.5125958156268919
32735233,"2015-09-23 09:02:20",0,62,2,0,0,<swift><nsfilemanager>,32735390,0.5125958156268919
31540810,"2015-07-21 13:42:41",0,38,1,0,0,<arrays><swift><sprite-kit>,31540937,0.511113578980967
28256695,"2015-01-31 21:25:32",1,744,5,8,0,<swift><conditional-operator>,28257701,0.5106584125149578
29472149,"2015-04-06 13:20:49",2,1697,4,0,1,<ios><xcode><swift><url><xcode6>,NULL,0.5103051285343019
24876858,"2014-07-22 00:08:27",2,409,2,2,0,<swift>,NULL,0.5099434629937735
26619699,"2014-10-28 22:34:54",0,105,3,0,0,<ios><swift><optional-values>,26620676,0.5099434629937735
30833316,"2015-06-14 19:00:07",0,40,1,4,0,<ios><xcode><swift>,30833486,0.5089962720184813
27494041,"2014-12-15 22:07:19",5,1272,1,2,0,<swift><asynchronous><parse.com><optional>,27497856,0.5073603113416766
29360779,"2015-03-31 04:45:56",0,90,0,1,0,<ios><xcode><swift><null>,NULL,0.5066674707090636
25112540,"2014-08-04 05:57:22",3,1315,2,0,0,<swift>,25112600,0.5047622719611407
31236419,"2015-07-06 00:41:06",-1,103,1,4,0,<ios><swift><debugging><nsdictionary><optional>,31236501,0.4962957336299927
31136407,"2015-06-30 10:58:10",0,36,1,0,1,<swift>,31136639,0.4959494986503499
24685558,"2014-07-10 20:20:04",1,401,1,5,0,<xcode><swift><uisplitviewcontroller>,25095269,0.49579217786779706
31629413,"2015-07-25 17:51:20",-2,34,1,0,0,<ios><swift2>,31629577,0.49579217786779706
29910349,"2015-04-28 04:28:44",0,79,1,0,0,<swift>,29910469,0.49533966092826426
30259632,"2015-05-15 12:31:53",0,251,1,2,0,<ios><web-services><swift><rest>,30259871,0.49513017703717094
31375141,"2015-07-13 03:49:02",0,78,2,3,0,<ios><swift>,NULL,0.49490097401397987
27867575,"2015-01-09 19:13:13",0,416,1,13,0,<ios><xcode><swift><fatal-error><iboutlet>,NULL,0.49371836945280745
31715210,"2015-07-30 04:31:09",1,36,1,0,0,<swift><terminology><optional>,NULL,0.49371836945280745
30955401,"2015-06-20 15:02:28",0,63,0,0,0,<swift>,NULL,0.49289437430335376
28311316,"2015-02-04 00:19:47",-2,45,3,1,0,<ios><swift>,28311386,0.492653452809947
28653646,"2015-02-22 01:59:23",0,205,1,3,0,<ios><swift><nsdata><optional>,28653799,0.4921190327669153
24153120,"2014-06-11 00:57:48",5,868,2,1,0,<ios><swift><xcode6>,NULL,0.49150076085904604
27654037,"2014-12-26 07:15:15",1,1248,1,2,0,<ios><iphone><uitableview><swift>,27654104,0.49150076085904604
27113686,"2014-11-24 20:34:54",2,2877,4,2,0,<swift><label><null>,27119469,0.4894271214111667
32939027,"2015-10-04 22:26:16",-2,28,0,6,1,<ios><swift><uitableview>,NULL,0.4894271214111667
28400600,"2015-02-08 23:24:27",2,61,2,1,0,<ios><osx><swift>,28400723,0.4882837077273521
28595756,"2015-02-18 23:10:41",-1,175,1,4,0,<ios><swift>,28596022,0.4882837077273521
26262330,"2014-10-08 16:54:24",1,40,1,1,0,<ios><swift>,26262401,0.48761395775969285
26692837,"2014-11-01 20:19:52",1,102,3,1,0,<swift><optional>,26692878,0.48761395775969285
29717210,"2015-04-18 12:15:44",16,1065,4,2,10,<ios><swift><optional><swift2>,29717211,0.486862994140414
31059081,"2015-06-25 19:24:48",0,48,2,8,0,<ios><swift>,NULL,0.486862994140414
26429415,"2014-10-17 16:25:42",0,98,1,1,0,<ios><parsing><swift><facebook-ios-sdk>,NULL,0.4850501846533373
32850021,"2015-09-29 17:17:25",-1,23,1,2,0,<string><swift><optional><conditional-binding>,32850252,0.4850501846533373
32154698,"2015-08-22 09:50:25",2,45,1,3,0,<swift>,NULL,0.4827280158295786
